 id_cliente |    nombre    | apellido | total_gastado | puesto 
      136976 | TP3_SB2026TP3_PRODUCTO_036976 | Almacen    |      4809.00
      136981 | TP3_SB2026TP3_PRODUCTO_036981 | Almacen    |      4994.00
      137001 | TP3_SB2026TP3_PRODUCTO_037001 | Almacen    |      1233.00
      137031 | TP3_SB2026TP3_PRODUCTO_037031 | Almacen    |      2343.00
      137036 | TP3_SB2026TP3_PRODUCTO_037036 | Almacen    |      2528.00
      137041 | TP3_SB2026TP3_PRODUCTO_037041 | Almacen    |      2713.00
      137046 | TP3_SB2026TP3_PRODUCTO_037046 | Almacen    |      2898.00
      137051 | TP3_SB2026TP3_PRODUCTO_037051 | Almacen    |      3083.00
      137056 | TP3_SB2026TP3_PRODUCTO_037056 | Almacen    |      3268.00
      137061 | TP3_SB2026TP3_PRODUCTO_037061 | Almacen    |      3453.00
      137066 | TP3_SB2026TP3_PRODUCTO_037066 | Almacen    |      3638.00
      137086 | TP3_SB2026TP3_PRODUCTO_037086 | Almacen    |      4378.00
      137111 | TP3_SB2026TP3_PRODUCTO_037111 | Almacen    |       802.00
      137116 | TP3_SB2026TP3_PRODUCTO_037116 | Almacen    |       987.00
      137121 | TP3_SB2026TP3_PRODUCTO_037121 | Almacen    |      1172.00
      137136 | TP3_SB2026TP3_PRODUCTO_037136 | Almacen    |      1727.00
      137141 | TP3_SB2026TP3_PRODUCTO_037141 | Almacen    |      1912.00
      137171 | TP3_SB2026TP3_PRODUCTO_037171 | Almacen    |      3022.00
      137196 | TP3_SB2026TP3_PRODUCTO_037196 | Almacen    |      3947.00
      137201 | TP3_SB2026TP3_PRODUCTO_037201 | Almacen    |      4132.00
      137221 | TP3_SB2026TP3_PRODUCTO_037221 | Almacen    |      4872.00
      137226 | TP3_SB2026TP3_PRODUCTO_037226 | Almacen    |       556.00
      137251 | TP3_SB2026TP3_PRODUCTO_037251 | Almacen    |      1481.00
      137256 | TP3_SB2026TP3_PRODUCTO_037256 | Almacen    |      1666.00
      137261 | TP3_SB2026TP3_PRODUCTO_037261 | Almacen    |      1851.00
      137266 | TP3_SB2026TP3_PRODUCTO_037266 | Almacen    |      2036.00
      137276 | TP3_SB2026TP3_PRODUCTO_037276 | Almacen    |      2406.00
      137281 | TP3_SB2026TP3_PRODUCTO_037281 | Almacen    |      2591.00
      137286 | TP3_SB2026TP3_PRODUCTO_037286 | Almacen    |      2776.00
      137306 | TP3_SB2026TP3_PRODUCTO_037306 | Almacen    |      3516.00
      137311 | TP3_SB2026TP3_PRODUCTO_037311 | Almacen    |      3701.00
      137336 | TP3_SB2026TP3_PRODUCTO_037336 | Almacen    |      4626.00
      137341 | TP3_SB2026TP3_PRODUCTO_037341 | Almacen    |      4811.00
      137361 | TP3_SB2026TP3_PRODUCTO_037361 | Almacen    |      1050.00
      137366 | TP3_SB2026TP3_PRODUCTO_037366 | Almacen    |      1235.00
      137391 | TP3_SB2026TP3_PRODUCTO_037391 | Almacen    |      2160.00
      137396 | TP3_SB2026TP3_PRODUCTO_037396 | Almacen    |      2345.00
      137401 | TP3_SB2026TP3_PRODUCTO_037401 | Almacen    |      2530.00
      137406 | TP3_SB2026TP3_PRODUCTO_037406 | Almacen    |      2715.00
      137411 | TP3_SB2026TP3_PRODUCTO_037411 | Almacen    |      2900.00
      137416 | TP3_SB2026TP3_PRODUCTO_037416 | Almacen    |      3085.00
      137421 | TP3_SB2026TP3_PRODUCTO_037421 | Almacen    |      3270.00
      137426 | TP3_SB2026TP3_PRODUCTO_037426 | Almacen    |      3455.00
      137446 | TP3_SB2026TP3_PRODUCTO_037446 | Almacen    |      4195.00
      137451 | TP3_SB2026TP3_PRODUCTO_037451 | Almacen    |      4380.00
      137476 | TP3_SB2026TP3_PRODUCTO_037476 | Almacen    |       804.00
      137481 | TP3_SB2026TP3_PRODUCTO_037481 | Almacen    |       989.00
      137496 | TP3_SB2026TP3_PRODUCTO_037496 | Almacen    |      1544.00
      137501 | TP3_SB2026TP3_PRODUCTO_037501 | Almacen    |      1729.00
      137506 | TP3_SB2026TP3_PRODUCTO_037506 | Almacen    |      1914.00
      137531 | TP3_SB2026TP3_PRODUCTO_037531 | Almacen    |      2839.00
      137536 | TP3_SB2026TP3_PRODUCTO_037536 | Almacen    |      3024.00
      137561 | TP3_SB2026TP3_PRODUCTO_037561 | Almacen    |      3949.00
      137581 | TP3_SB2026TP3_PRODUCTO_037581 | Almacen    |      4689.00
      137586 | TP3_SB2026TP3_PRODUCTO_037586 | Almacen    |      4874.00
      137591 | TP3_SB2026TP3_PRODUCTO_037591 | Almacen    |       558.00
      137616 | TP3_SB2026TP3_PRODUCTO_037616 | Almacen    |      1483.00
      137621 | TP3_SB2026TP3_PRODUCTO_037621 | Almacen    |      1668.00
      137626 | TP3_SB2026TP3_PRODUCTO_037626 | Almacen    |      1853.00
      137631 | TP3_SB2026TP3_PRODUCTO_037631 | Almacen    |      2038.00
      137636 | TP3_SB2026TP3_PRODUCTO_037636 | Almacen    |      2223.00
      137641 | TP3_SB2026TP3_PRODUCTO_037641 | Almacen    |      2408.00
      137646 | TP3_SB2026TP3_PRODUCTO_037646 | Almacen    |      2593.00
      137666 | TP3_SB2026TP3_PRODUCTO_037666 | Almacen    |      3333.00
      137671 | TP3_SB2026TP3_PRODUCTO_037671 | Almacen    |      3518.00
      137676 | TP3_SB2026TP3_PRODUCTO_037676 | Almacen    |      3703.00
      137701 | TP3_SB2026TP3_PRODUCTO_037701 | Almacen    |      4628.00
      137721 | TP3_SB2026TP3_PRODUCTO_037721 | Almacen    |       867.00
      137726 | TP3_SB2026TP3_PRODUCTO_037726 | Almacen    |      1052.00
      137731 | TP3_SB2026TP3_PRODUCTO_037731 | Almacen    |      1237.00
      137756 | TP3_SB2026TP3_PRODUCTO_037756 | Almacen    |      2162.00
      137761 | TP3_SB2026TP3_PRODUCTO_037761 | Almacen    |      2347.00
      137766 | TP3_SB2026TP3_PRODUCTO_037766 | Almacen    |      2532.00
      137771 | TP3_SB2026TP3_PRODUCTO_037771 | Almacen    |      2717.00
      137776 | TP3_SB2026TP3_PRODUCTO_037776 | Almacen    |      2902.00
      137781 | TP3_SB2026TP3_PRODUCTO_037781 | Almacen    |      3087.00
      137786 | TP3_SB2026TP3_PRODUCTO_037786 | Almacen    |      3272.00
      137806 | TP3_SB2026TP3_PRODUCTO_037806 | Almacen    |      4012.00
      137811 | TP3_SB2026TP3_PRODUCTO_037811 | Almacen    |      4197.00
      137816 | TP3_SB2026TP3_PRODUCTO_037816 | Almacen    |      4382.00
      137841 | TP3_SB2026TP3_PRODUCTO_037841 | Almacen    |       806.00
      137856 | TP3_SB2026TP3_PRODUCTO_037856 | Almacen    |      1361.00
      137861 | TP3_SB2026TP3_PRODUCTO_037861 | Almacen    |      1546.00
      137866 | TP3_SB2026TP3_PRODUCTO_037866 | Almacen    |      1731.00
      137871 | TP3_SB2026TP3_PRODUCTO_037871 | Almacen    |      1916.00
      137896 | TP3_SB2026TP3_PRODUCTO_037896 | Almacen    |      2841.00
      137901 | TP3_SB2026TP3_PRODUCTO_037901 | Almacen    |      3026.00
      137941 | TP3_SB2026TP3_PRODUCTO_037941 | Almacen    |      4506.00
      137946 | TP3_SB2026TP3_PRODUCTO_037946 | Almacen    |      4691.00
      137951 | TP3_SB2026TP3_PRODUCTO_037951 | Almacen    |      4876.00
      137956 | TP3_SB2026TP3_PRODUCTO_037956 | Almacen    |       560.00
      137981 | TP3_SB2026TP3_PRODUCTO_037981 | Almacen    |      1485.00
      137986 | TP3_SB2026TP3_PRODUCTO_037986 | Almacen    |      1670.00
      137991 | TP3_SB2026TP3_PRODUCTO_037991 | Almacen    |      1855.00
      137996 | TP3_SB2026TP3_PRODUCTO_037996 | Almacen    |      2040.00
      138001 | TP3_SB2026TP3_PRODUCTO_038001 | Almacen    |      2225.00
      138006 | TP3_SB2026TP3_PRODUCTO_038006 | Almacen    |      2410.00
      138026 | TP3_SB2026TP3_PRODUCTO_038026 | Almacen    |      3150.00
      138031 | TP3_SB2026TP3_PRODUCTO_038031 | Almacen    |      3335.00
      138036 | TP3_SB2026TP3_PRODUCTO_038036 | Almacen    |      3520.00
      138041 | TP3_SB2026TP3_PRODUCTO_038041 | Almacen    |      3705.00
      138081 | TP3_SB2026TP3_PRODUCTO_038081 | Almacen    |       684.00
      138086 | TP3_SB2026TP3_PRODUCTO_038086 | Almacen    |       869.00
      138091 | TP3_SB2026TP3_PRODUCTO_038091 | Almacen    |      1054.00
      138121 | TP3_SB2026TP3_PRODUCTO_038121 | Almacen    |      2164.00
      138126 | TP3_SB2026TP3_PRODUCTO_038126 | Almacen    |      2349.00
      138131 | TP3_SB2026TP3_PRODUCTO_038131 | Almacen    |      2534.00
      138136 | TP3_SB2026TP3_PRODUCTO_038136 | Almacen    |      2719.00
      138141 | TP3_SB2026TP3_PRODUCTO_038141 | Almacen    |      2904.00
      138146 | TP3_SB2026TP3_PRODUCTO_038146 | Almacen    |      3089.00
      138166 | TP3_SB2026TP3_PRODUCTO_038166 | Almacen    |      3829.00
      138171 | TP3_SB2026TP3_PRODUCTO_038171 | Almacen    |      4014.00
      138176 | TP3_SB2026TP3_PRODUCTO_038176 | Almacen    |      4199.00
      138216 | TP3_SB2026TP3_PRODUCTO_038216 | Almacen    |      1178.00
      138221 | TP3_SB2026TP3_PRODUCTO_038221 | Almacen    |      1363.00
      138226 | TP3_SB2026TP3_PRODUCTO_038226 | Almacen    |      1548.00
      138231 | TP3_SB2026TP3_PRODUCTO_038231 | Almacen    |      1733.00
      138261 | TP3_SB2026TP3_PRODUCTO_038261 | Almacen    |      2843.00
      138266 | TP3_SB2026TP3_PRODUCTO_038266 | Almacen    |      3028.00
      138301 | TP3_SB2026TP3_PRODUCTO_038301 | Almacen    |      4323.00
      138306 | TP3_SB2026TP3_PRODUCTO_038306 | Almacen    |      4508.00
      138311 | TP3_SB2026TP3_PRODUCTO_038311 | Almacen    |      4693.00
      138316 | TP3_SB2026TP3_PRODUCTO_038316 | Almacen    |      4878.00
      138346 | TP3_SB2026TP3_PRODUCTO_038346 | Almacen    |      1487.00
      138351 | TP3_SB2026TP3_PRODUCTO_038351 | Almacen    |      1672.00
      138356 | TP3_SB2026TP3_PRODUCTO_038356 | Almacen    |      1857.00
      138361 | TP3_SB2026TP3_PRODUCTO_038361 | Almacen    |      2042.00
      138366 | TP3_SB2026TP3_PRODUCTO_038366 | Almacen    |      2227.00
      138386 | TP3_SB2026TP3_PRODUCTO_038386 | Almacen    |      2967.00
      138391 | TP3_SB2026TP3_PRODUCTO_038391 | Almacen    |      3152.00
      138396 | TP3_SB2026TP3_PRODUCTO_038396 | Almacen    |      3337.00
      138401 | TP3_SB2026TP3_PRODUCTO_038401 | Almacen    |      3522.00
      138406 | TP3_SB2026TP3_PRODUCTO_038406 | Almacen    |      3707.00
      138441 | TP3_SB2026TP3_PRODUCTO_038441 | Almacen    |       501.00
      138446 | TP3_SB2026TP3_PRODUCTO_038446 | Almacen    |       686.00
      138451 | TP3_SB2026TP3_PRODUCTO_038451 | Almacen    |       871.00
      138486 | TP3_SB2026TP3_PRODUCTO_038486 | Almacen    |      2166.00
      138491 | TP3_SB2026TP3_PRODUCTO_038491 | Almacen    |      2351.00
      138496 | TP3_SB2026TP3_PRODUCTO_038496 | Almacen    |      2536.00
      138501 | TP3_SB2026TP3_PRODUCTO_038501 | Almacen    |      2721.00
      138506 | TP3_SB2026TP3_PRODUCTO_038506 | Almacen    |      2906.00
      138526 | TP3_SB2026TP3_PRODUCTO_038526 | Almacen    |      3646.00
      138531 | TP3_SB2026TP3_PRODUCTO_038531 | Almacen    |      3831.00
      138536 | TP3_SB2026TP3_PRODUCTO_038536 | Almacen    |      4016.00
      138546 | TP3_SB2026TP3_PRODUCTO_038546 | Almacen    |      4386.00
      138576 | TP3_SB2026TP3_PRODUCTO_038576 | Almacen    |       995.00
      138581 | TP3_SB2026TP3_PRODUCTO_038581 | Almacen    |      1180.00
      138586 | TP3_SB2026TP3_PRODUCTO_038586 | Almacen    |      1365.00
      138591 | TP3_SB2026TP3_PRODUCTO_038591 | Almacen    |      1550.00
      138626 | TP3_SB2026TP3_PRODUCTO_038626 | Almacen    |      2845.00
      138631 | TP3_SB2026TP3_PRODUCTO_038631 | Almacen    |      3030.00
      138661 | TP3_SB2026TP3_PRODUCTO_038661 | Almacen    |      4140.00
      138666 | TP3_SB2026TP3_PRODUCTO_038666 | Almacen    |      4325.00
      138671 | TP3_SB2026TP3_PRODUCTO_038671 | Almacen    |      4510.00
      138676 | TP3_SB2026TP3_PRODUCTO_038676 | Almacen    |      4695.00
      138711 | TP3_SB2026TP3_PRODUCTO_038711 | Almacen    |      1489.00
      138716 | TP3_SB2026TP3_PRODUCTO_038716 | Almacen    |      1674.00
      138721 | TP3_SB2026TP3_PRODUCTO_038721 | Almacen    |      1859.00
      138726 | TP3_SB2026TP3_PRODUCTO_038726 | Almacen    |      2044.00
      138746 | TP3_SB2026TP3_PRODUCTO_038746 | Almacen    |      2784.00
      138751 | TP3_SB2026TP3_PRODUCTO_038751 | Almacen    |      2969.00
      138756 | TP3_SB2026TP3_PRODUCTO_038756 | Almacen    |      3154.00
      138761 | TP3_SB2026TP3_PRODUCTO_038761 | Almacen    |      3339.00
      138766 | TP3_SB2026TP3_PRODUCTO_038766 | Almacen    |      3524.00
      138771 | TP3_SB2026TP3_PRODUCTO_038771 | Almacen    |      3709.00
      138801 | TP3_SB2026TP3_PRODUCTO_038801 | Almacen    |      4819.00
      138806 | TP3_SB2026TP3_PRODUCTO_038806 | Almacen    |       503.00
      138811 | TP3_SB2026TP3_PRODUCTO_038811 | Almacen    |       688.00
      138851 | TP3_SB2026TP3_PRODUCTO_038851 | Almacen    |      2168.00
      138856 | TP3_SB2026TP3_PRODUCTO_038856 | Almacen    |      2353.00
      138861 | TP3_SB2026TP3_PRODUCTO_038861 | Almacen    |      2538.00
      138866 | TP3_SB2026TP3_PRODUCTO_038866 | Almacen    |      2723.00
      138886 | TP3_SB2026TP3_PRODUCTO_038886 | Almacen    |      3463.00
      138891 | TP3_SB2026TP3_PRODUCTO_038891 | Almacen    |      3648.00
      138896 | TP3_SB2026TP3_PRODUCTO_038896 | Almacen    |      3833.00
      138911 | TP3_SB2026TP3_PRODUCTO_038911 | Almacen    |      4388.00
      138936 | TP3_SB2026TP3_PRODUCTO_038936 | Almacen    |       812.00
      138941 | TP3_SB2026TP3_PRODUCTO_038941 | Almacen    |       997.00
      138946 | TP3_SB2026TP3_PRODUCTO_038946 | Almacen    |      1182.00
      138951 | TP3_SB2026TP3_PRODUCTO_038951 | Almacen    |      1367.00
      138991 | TP3_SB2026TP3_PRODUCTO_038991 | Almacen    |      2847.00
      138996 | TP3_SB2026TP3_PRODUCTO_038996 | Almacen    |      3032.00
      139021 | TP3_SB2026TP3_PRODUCTO_039021 | Almacen    |      3957.00
      139026 | TP3_SB2026TP3_PRODUCTO_039026 | Almacen    |      4142.00
      139031 | TP3_SB2026TP3_PRODUCTO_039031 | Almacen    |      4327.00
      139036 | TP3_SB2026TP3_PRODUCTO_039036 | Almacen    |      4512.00
      139076 | TP3_SB2026TP3_PRODUCTO_039076 | Almacen    |      1491.00
      139081 | TP3_SB2026TP3_PRODUCTO_039081 | Almacen    |      1676.00
      139086 | TP3_SB2026TP3_PRODUCTO_039086 | Almacen    |      1861.00
      139106 | TP3_SB2026TP3_PRODUCTO_039106 | Almacen    |      2601.00
      139111 | TP3_SB2026TP3_PRODUCTO_039111 | Almacen    |      2786.00
      139116 | TP3_SB2026TP3_PRODUCTO_039116 | Almacen    |      2971.00
      139121 | TP3_SB2026TP3_PRODUCTO_039121 | Almacen    |      3156.00
      139126 | TP3_SB2026TP3_PRODUCTO_039126 | Almacen    |      3341.00
      139131 | TP3_SB2026TP3_PRODUCTO_039131 | Almacen    |      3526.00
      139136 | TP3_SB2026TP3_PRODUCTO_039136 | Almacen    |      3711.00
      139161 | TP3_SB2026TP3_PRODUCTO_039161 | Almacen    |      4636.00
      139166 | TP3_SB2026TP3_PRODUCTO_039166 | Almacen    |      4821.00
      139171 | TP3_SB2026TP3_PRODUCTO_039171 | Almacen    |       505.00
      139191 | TP3_SB2026TP3_PRODUCTO_039191 | Almacen    |      1245.00
      139216 | TP3_SB2026TP3_PRODUCTO_039216 | Almacen    |      2170.00
      139221 | TP3_SB2026TP3_PRODUCTO_039221 | Almacen    |      2355.00
      139226 | TP3_SB2026TP3_PRODUCTO_039226 | Almacen    |      2540.00
      139246 | TP3_SB2026TP3_PRODUCTO_039246 | Almacen    |      3280.00
      139251 | TP3_SB2026TP3_PRODUCTO_039251 | Almacen    |      3465.00
      139256 | TP3_SB2026TP3_PRODUCTO_039256 | Almacen    |      3650.00
      139271 | TP3_SB2026TP3_PRODUCTO_039271 | Almacen    |      4205.00
      139276 | TP3_SB2026TP3_PRODUCTO_039276 | Almacen    |      4390.00
      139301 | TP3_SB2026TP3_PRODUCTO_039301 | Almacen    |       814.00
      139306 | TP3_SB2026TP3_PRODUCTO_039306 | Almacen    |       999.00
      139311 | TP3_SB2026TP3_PRODUCTO_039311 | Almacen    |      1184.00
      139331 | TP3_SB2026TP3_PRODUCTO_039331 | Almacen    |      1924.00
      139356 | TP3_SB2026TP3_PRODUCTO_039356 | Almacen    |      2849.00
      139361 | TP3_SB2026TP3_PRODUCTO_039361 | Almacen    |      3034.00
      139386 | TP3_SB2026TP3_PRODUCTO_039386 | Almacen    |      3959.00
      139391 | TP3_SB2026TP3_PRODUCTO_039391 | Almacen    |      4144.00
      139396 | TP3_SB2026TP3_PRODUCTO_039396 | Almacen    |      4329.00
      139416 | TP3_SB2026TP3_PRODUCTO_039416 | Almacen    |       568.00
      139441 | TP3_SB2026TP3_PRODUCTO_039441 | Almacen    |      1493.00
      139446 | TP3_SB2026TP3_PRODUCTO_039446 | Almacen    |      1678.00
      139466 | TP3_SB2026TP3_PRODUCTO_039466 | Almacen    |      2418.00
      139471 | TP3_SB2026TP3_PRODUCTO_039471 | Almacen    |      2603.00
      139476 | TP3_SB2026TP3_PRODUCTO_039476 | Almacen    |      2788.00
      139481 | TP3_SB2026TP3_PRODUCTO_039481 | Almacen    |      2973.00
      139486 | TP3_SB2026TP3_PRODUCTO_039486 | Almacen    |      3158.00
      139491 | TP3_SB2026TP3_PRODUCTO_039491 | Almacen    |      3343.00
      139496 | TP3_SB2026TP3_PRODUCTO_039496 | Almacen    |      3528.00
      139501 | TP3_SB2026TP3_PRODUCTO_039501 | Almacen    |      3713.00
      139526 | TP3_SB2026TP3_PRODUCTO_039526 | Almacen    |      4638.00
      139531 | TP3_SB2026TP3_PRODUCTO_039531 | Almacen    |      4823.00
      139551 | TP3_SB2026TP3_PRODUCTO_039551 | Almacen    |      1062.00
      139556 | TP3_SB2026TP3_PRODUCTO_039556 | Almacen    |      1247.00
      139581 | TP3_SB2026TP3_PRODUCTO_039581 | Almacen    |      2172.00
      139586 | TP3_SB2026TP3_PRODUCTO_039586 | Almacen    |      2357.00
      139606 | TP3_SB2026TP3_PRODUCTO_039606 | Almacen    |      3097.00
      139611 | TP3_SB2026TP3_PRODUCTO_039611 | Almacen    |      3282.00
      139616 | TP3_SB2026TP3_PRODUCTO_039616 | Almacen    |      3467.00
      139631 | TP3_SB2026TP3_PRODUCTO_039631 | Almacen    |      4022.00
      139636 | TP3_SB2026TP3_PRODUCTO_039636 | Almacen    |      4207.00
      139641 | TP3_SB2026TP3_PRODUCTO_039641 | Almacen    |      4392.00
      139666 | TP3_SB2026TP3_PRODUCTO_039666 | Almacen    |       816.00
      139671 | TP3_SB2026TP3_PRODUCTO_039671 | Almacen    |      1001.00
      139691 | TP3_SB2026TP3_PRODUCTO_039691 | Almacen    |      1741.00
      139696 | TP3_SB2026TP3_PRODUCTO_039696 | Almacen    |      1926.00
      139721 | TP3_SB2026TP3_PRODUCTO_039721 | Almacen    |      2851.00
      139751 | TP3_SB2026TP3_PRODUCTO_039751 | Almacen    |      3961.00
      139756 | TP3_SB2026TP3_PRODUCTO_039756 | Almacen    |      4146.00
      139776 | TP3_SB2026TP3_PRODUCTO_039776 | Almacen    |      4886.00
      139781 | TP3_SB2026TP3_PRODUCTO_039781 | Almacen    |       570.00
      139806 | TP3_SB2026TP3_PRODUCTO_039806 | Almacen    |      1495.00
      139826 | TP3_SB2026TP3_PRODUCTO_039826 | Almacen    |      2235.00
      139831 | TP3_SB2026TP3_PRODUCTO_039831 | Almacen    |      2420.00
      139836 | TP3_SB2026TP3_PRODUCTO_039836 | Almacen    |      2605.00
      139841 | TP3_SB2026TP3_PRODUCTO_039841 | Almacen    |      2790.00
      139846 | TP3_SB2026TP3_PRODUCTO_039846 | Almacen    |      2975.00
      139851 | TP3_SB2026TP3_PRODUCTO_039851 | Almacen    |      3160.00
      139856 | TP3_SB2026TP3_PRODUCTO_039856 | Almacen    |      3345.00
      139861 | TP3_SB2026TP3_PRODUCTO_039861 | Almacen    |      3530.00
      139891 | TP3_SB2026TP3_PRODUCTO_039891 | Almacen    |      4640.00
      139911 | TP3_SB2026TP3_PRODUCTO_039911 | Almacen    |       879.00
      139916 | TP3_SB2026TP3_PRODUCTO_039916 | Almacen    |      1064.00
      139921 | TP3_SB2026TP3_PRODUCTO_039921 | Almacen    |      1249.00
      139946 | TP3_SB2026TP3_PRODUCTO_039946 | Almacen    |      2174.00
      139966 | TP3_SB2026TP3_PRODUCTO_039966 | Almacen    |      2914.00
      139971 | TP3_SB2026TP3_PRODUCTO_039971 | Almacen    |      3099.00
      139976 | TP3_SB2026TP3_PRODUCTO_039976 | Almacen    |      3284.00
      139991 | TP3_SB2026TP3_PRODUCTO_039991 | Almacen    |      3839.00
      139996 | TP3_SB2026TP3_PRODUCTO_039996 | Almacen    |      4024.00
      140001 | TP3_SB2026TP3_PRODUCTO_040001 | Almacen    |      4209.00
      140006 | TP3_SB2026TP3_PRODUCTO_040006 | Almacen    |      4394.00
      140031 | TP3_SB2026TP3_PRODUCTO_040031 | Almacen    |       818.00
      140051 | TP3_SB2026TP3_PRODUCTO_040051 | Almacen    |      1558.00
      140056 | TP3_SB2026TP3_PRODUCTO_040056 | Almacen    |      1743.00
      140061 | TP3_SB2026TP3_PRODUCTO_040061 | Almacen    |      1928.00
      140116 | TP3_SB2026TP3_PRODUCTO_040116 | Almacen    |      3963.00
      140136 | TP3_SB2026TP3_PRODUCTO_040136 | Almacen    |      4703.00
      140141 | TP3_SB2026TP3_PRODUCTO_040141 | Almacen    |      4888.00
      140146 | TP3_SB2026TP3_PRODUCTO_040146 | Almacen    |       572.00
      140186 | TP3_SB2026TP3_PRODUCTO_040186 | Almacen    |      2052.00
      140191 | TP3_SB2026TP3_PRODUCTO_040191 | Almacen    |      2237.00
      140196 | TP3_SB2026TP3_PRODUCTO_040196 | Almacen    |      2422.00
      140201 | TP3_SB2026TP3_PRODUCTO_040201 | Almacen    |      2607.00
      140206 | TP3_SB2026TP3_PRODUCTO_040206 | Almacen    |      2792.00
      140211 | TP3_SB2026TP3_PRODUCTO_040211 | Almacen    |      2977.00
      140216 | TP3_SB2026TP3_PRODUCTO_040216 | Almacen    |      3162.00
      140221 | TP3_SB2026TP3_PRODUCTO_040221 | Almacen    |      3347.00
      140271 | TP3_SB2026TP3_PRODUCTO_040271 | Almacen    |       696.00
      140276 | TP3_SB2026TP3_PRODUCTO_040276 | Almacen    |       881.00
      140281 | TP3_SB2026TP3_PRODUCTO_040281 | Almacen    |      1066.00
      140286 | TP3_SB2026TP3_PRODUCTO_040286 | Almacen    |      1251.00
      140326 | TP3_SB2026TP3_PRODUCTO_040326 | Almacen    |      2731.00
      140331 | TP3_SB2026TP3_PRODUCTO_040331 | Almacen    |      2916.00
      140336 | TP3_SB2026TP3_PRODUCTO_040336 | Almacen    |      3101.00
      140356 | TP3_SB2026TP3_PRODUCTO_040356 | Almacen    |      3841.00
      140361 | TP3_SB2026TP3_PRODUCTO_040361 | Almacen    |      4026.00
      140366 | TP3_SB2026TP3_PRODUCTO_040366 | Almacen    |      4211.00
      140371 | TP3_SB2026TP3_PRODUCTO_040371 | Almacen    |      4396.00
      140411 | TP3_SB2026TP3_PRODUCTO_040411 | Almacen    |      1375.00
      140416 | TP3_SB2026TP3_PRODUCTO_040416 | Almacen    |      1560.00
      140421 | TP3_SB2026TP3_PRODUCTO_040421 | Almacen    |      1745.00
      140426 | TP3_SB2026TP3_PRODUCTO_040426 | Almacen    |      1930.00
      140496 | TP3_SB2026TP3_PRODUCTO_040496 | Almacen    |      4520.00
      140501 | TP3_SB2026TP3_PRODUCTO_040501 | Almacen    |      4705.00
      140506 | TP3_SB2026TP3_PRODUCTO_040506 | Almacen    |      4890.00
      140511 | TP3_SB2026TP3_PRODUCTO_040511 | Almacen    |       574.00
      140546 | TP3_SB2026TP3_PRODUCTO_040546 | Almacen    |      1869.00
      140551 | TP3_SB2026TP3_PRODUCTO_040551 | Almacen    |      2054.00
      140556 | TP3_SB2026TP3_PRODUCTO_040556 | Almacen    |      2239.00
      140561 | TP3_SB2026TP3_PRODUCTO_040561 | Almacen    |      2424.00
      140566 | TP3_SB2026TP3_PRODUCTO_040566 | Almacen    |      2609.00
      140571 | TP3_SB2026TP3_PRODUCTO_040571 | Almacen    |      2794.00
      140576 | TP3_SB2026TP3_PRODUCTO_040576 | Almacen    |      2979.00
      140581 | TP3_SB2026TP3_PRODUCTO_040581 | Almacen    |      3164.00
      140631 | TP3_SB2026TP3_PRODUCTO_040631 | Almacen    |       513.00
      140636 | TP3_SB2026TP3_PRODUCTO_040636 | Almacen    |       698.00
      140641 | TP3_SB2026TP3_PRODUCTO_040641 | Almacen    |       883.00
      140646 | TP3_SB2026TP3_PRODUCTO_040646 | Almacen    |      1068.00
      140651 | TP3_SB2026TP3_PRODUCTO_040651 | Almacen    |      1253.00
      140686 | TP3_SB2026TP3_PRODUCTO_040686 | Almacen    |      2548.00
      140691 | TP3_SB2026TP3_PRODUCTO_040691 | Almacen    |      2733.00
      140696 | TP3_SB2026TP3_PRODUCTO_040696 | Almacen    |      2918.00
      140716 | TP3_SB2026TP3_PRODUCTO_040716 | Almacen    |      3658.00
      140721 | TP3_SB2026TP3_PRODUCTO_040721 | Almacen    |      3843.00
      140726 | TP3_SB2026TP3_PRODUCTO_040726 | Almacen    |      4028.00
      140731 | TP3_SB2026TP3_PRODUCTO_040731 | Almacen    |      4213.00
      140736 | TP3_SB2026TP3_PRODUCTO_040736 | Almacen    |      4398.00
      140771 | TP3_SB2026TP3_PRODUCTO_040771 | Almacen    |      1192.00
      140776 | TP3_SB2026TP3_PRODUCTO_040776 | Almacen    |      1377.00
      140781 | TP3_SB2026TP3_PRODUCTO_040781 | Almacen    |      1562.00
      140786 | TP3_SB2026TP3_PRODUCTO_040786 | Almacen    |      1747.00
      140791 | TP3_SB2026TP3_PRODUCTO_040791 | Almacen    |      1932.00
      140821 | TP3_SB2026TP3_PRODUCTO_040821 | Almacen    |      3042.00
      140856 | TP3_SB2026TP3_PRODUCTO_040856 | Almacen    |      4337.00
      140861 | TP3_SB2026TP3_PRODUCTO_040861 | Almacen    |      4522.00
      140866 | TP3_SB2026TP3_PRODUCTO_040866 | Almacen    |      4707.00
      140871 | TP3_SB2026TP3_PRODUCTO_040871 | Almacen    |      4892.00
      140876 | TP3_SB2026TP3_PRODUCTO_040876 | Almacen    |       576.00
      140906 | TP3_SB2026TP3_PRODUCTO_040906 | Almacen    |      1686.00
      140911 | TP3_SB2026TP3_PRODUCTO_040911 | Almacen    |      1871.00
      140916 | TP3_SB2026TP3_PRODUCTO_040916 | Almacen    |      2056.00
      140921 | TP3_SB2026TP3_PRODUCTO_040921 | Almacen    |      2241.00
