 id_categoria |   nombre   | cantidad_productos_activos | valor_lista_total 
      122993 | TP3_SB2026TP3_PRODUCTO_022993 | Limpieza   |       552.00
      123022 | TP3_SB2026TP3_PRODUCTO_023022 | Bebidas    |      1625.00
      123046 | TP3_SB2026TP3_PRODUCTO_023046 | Almacen    |      2513.00
      123051 | TP3_SB2026TP3_PRODUCTO_023051 | Almacen    |      2698.00
      123075 | TP3_SB2026TP3_PRODUCTO_023075 | Congelados |      3586.00
      123102 | TP3_SB2026TP3_PRODUCTO_023102 | Bebidas    |      4585.00
      123104 | TP3_SB2026TP3_PRODUCTO_023104 | Perfumeria |      4659.00
      123131 | TP3_SB2026TP3_PRODUCTO_023131 | Almacen    |      1157.00
      123162 | TP3_SB2026TP3_PRODUCTO_023162 | Bebidas    |      2304.00
      123186 | TP3_SB2026TP3_PRODUCTO_023186 | Almacen    |      3192.00
      123191 | TP3_SB2026TP3_PRODUCTO_023191 | Almacen    |      3377.00
      123218 | TP3_SB2026TP3_PRODUCTO_023218 | Limpieza   |      4376.00
      123242 | TP3_SB2026TP3_PRODUCTO_023242 | Bebidas    |       763.00
      123247 | TP3_SB2026TP3_PRODUCTO_023247 | Bebidas    |       948.00
      123302 | TP3_SB2026TP3_PRODUCTO_023302 | Bebidas    |      2983.00
      123329 | TP3_SB2026TP3_PRODUCTO_023329 | Perfumeria |      3982.00
      123331 | TP3_SB2026TP3_PRODUCTO_023331 | Almacen    |      4056.00
      123358 | TP3_SB2026TP3_PRODUCTO_023358 | Limpieza   |       554.00
      123382 | TP3_SB2026TP3_PRODUCTO_023382 | Bebidas    |      1442.00
      123411 | TP3_SB2026TP3_PRODUCTO_023411 | Almacen    |      2515.00
      123413 | TP3_SB2026TP3_PRODUCTO_023413 | Limpieza   |      2589.00
      123469 | TP3_SB2026TP3_PRODUCTO_023469 | Perfumeria |      4661.00
      123498 | TP3_SB2026TP3_PRODUCTO_023498 | Limpieza   |      1233.00
      123527 | TP3_SB2026TP3_PRODUCTO_023527 | Bebidas    |      2306.00
      123551 | TP3_SB2026TP3_PRODUCTO_023551 | Almacen    |      3194.00
      123556 | TP3_SB2026TP3_PRODUCTO_023556 | Almacen    |      3379.00
      123607 | TP3_SB2026TP3_PRODUCTO_023607 | Bebidas    |       765.00
      123638 | TP3_SB2026TP3_PRODUCTO_023638 | Limpieza   |      1912.00
      123667 | TP3_SB2026TP3_PRODUCTO_023667 | Bebidas    |      2985.00
      123694 | TP3_SB2026TP3_PRODUCTO_023694 | Perfumeria |      3984.00
      123696 | TP3_SB2026TP3_PRODUCTO_023696 | Almacen    |      4058.00
      123723 | TP3_SB2026TP3_PRODUCTO_023723 | Limpieza   |       556.00
      123776 | TP3_SB2026TP3_PRODUCTO_023776 | Almacen    |      2517.00
      123778 | TP3_SB2026TP3_PRODUCTO_023778 | Limpieza   |      2591.00
      123805 | TP3_SB2026TP3_PRODUCTO_023805 | Congelados |      3590.00
      123807 | TP3_SB2026TP3_PRODUCTO_023807 | Bebidas    |      3664.00
      123834 | TP3_SB2026TP3_PRODUCTO_023834 | Perfumeria |      4663.00
      123863 | TP3_SB2026TP3_PRODUCTO_023863 | Limpieza   |      1235.00
      123889 | TP3_SB2026TP3_PRODUCTO_023889 | Perfumeria |      2197.00
      123916 | TP3_SB2026TP3_PRODUCTO_023916 | Almacen    |      3196.00
      123921 | TP3_SB2026TP3_PRODUCTO_023921 | Almacen    |      3381.00
      123945 | TP3_SB2026TP3_PRODUCTO_023945 | Congelados |      4269.00
      123974 | TP3_SB2026TP3_PRODUCTO_023974 | Perfumeria |       841.00
      124003 | TP3_SB2026TP3_PRODUCTO_024003 | Limpieza   |      1914.00
      124005 | TP3_SB2026TP3_PRODUCTO_024005 | Congelados |      1988.00
      124032 | TP3_SB2026TP3_PRODUCTO_024032 | Bebidas    |      2987.00
      124056 | TP3_SB2026TP3_PRODUCTO_024056 | Almacen    |      3875.00
      124061 | TP3_SB2026TP3_PRODUCTO_024061 | Almacen    |      4060.00
      124114 | TP3_SB2026TP3_PRODUCTO_024114 | Perfumeria |      1520.00
      124143 | TP3_SB2026TP3_PRODUCTO_024143 | Limpieza   |      2593.00
      124170 | TP3_SB2026TP3_PRODUCTO_024170 | Congelados |      3592.00
      124172 | TP3_SB2026TP3_PRODUCTO_024172 | Bebidas    |      3666.00
      124199 | TP3_SB2026TP3_PRODUCTO_024199 | Perfumeria |      4665.00
      124230 | TP3_SB2026TP3_PRODUCTO_024230 | Congelados |      1311.00
      124254 | TP3_SB2026TP3_PRODUCTO_024254 | Perfumeria |      2199.00
      124281 | TP3_SB2026TP3_PRODUCTO_024281 | Almacen    |      3198.00
      124283 | TP3_SB2026TP3_PRODUCTO_024283 | Limpieza   |      3272.00
      124286 | TP3_SB2026TP3_PRODUCTO_024286 | Almacen    |      3383.00
      124310 | TP3_SB2026TP3_PRODUCTO_024310 | Congelados |      4271.00
      124339 | TP3_SB2026TP3_PRODUCTO_024339 | Perfumeria |       843.00
      124365 | TP3_SB2026TP3_PRODUCTO_024365 | Congelados |      1805.00
      124370 | TP3_SB2026TP3_PRODUCTO_024370 | Congelados |      1990.00
      124397 | TP3_SB2026TP3_PRODUCTO_024397 | Bebidas    |      2989.00
      124421 | TP3_SB2026TP3_PRODUCTO_024421 | Almacen    |      3877.00
      124426 | TP3_SB2026TP3_PRODUCTO_024426 | Almacen    |      4062.00
      124450 | TP3_SB2026TP3_PRODUCTO_024450 | Congelados |      4950.00
      124479 | TP3_SB2026TP3_PRODUCTO_024479 | Perfumeria |      1522.00
      124481 | TP3_SB2026TP3_PRODUCTO_024481 | Almacen    |      1596.00
      124508 | TP3_SB2026TP3_PRODUCTO_024508 | Limpieza   |      2595.00
      124537 | TP3_SB2026TP3_PRODUCTO_024537 | Bebidas    |      3668.00
      124566 | TP3_SB2026TP3_PRODUCTO_024566 | Almacen    |      4741.00
      124590 | TP3_SB2026TP3_PRODUCTO_024590 | Congelados |      1128.00
      124595 | TP3_SB2026TP3_PRODUCTO_024595 | Congelados |      1313.00
      124619 | TP3_SB2026TP3_PRODUCTO_024619 | Perfumeria |      2201.00
      124646 | TP3_SB2026TP3_PRODUCTO_024646 | Almacen    |      3200.00
      124648 | TP3_SB2026TP3_PRODUCTO_024648 | Limpieza   |      3274.00
      124675 | TP3_SB2026TP3_PRODUCTO_024675 | Congelados |      4273.00
      124706 | TP3_SB2026TP3_PRODUCTO_024706 | Almacen    |       919.00
      124730 | TP3_SB2026TP3_PRODUCTO_024730 | Congelados |      1807.00
      124735 | TP3_SB2026TP3_PRODUCTO_024735 | Congelados |      1992.00
      124759 | TP3_SB2026TP3_PRODUCTO_024759 | Perfumeria |      2880.00
      124762 | TP3_SB2026TP3_PRODUCTO_024762 | Bebidas    |      2991.00
      124786 | TP3_SB2026TP3_PRODUCTO_024786 | Almacen    |      3879.00
      124791 | TP3_SB2026TP3_PRODUCTO_024791 | Almacen    |      4064.00
      124815 | TP3_SB2026TP3_PRODUCTO_024815 | Congelados |      4952.00
      124846 | TP3_SB2026TP3_PRODUCTO_024846 | Almacen    |      1598.00
      124873 | TP3_SB2026TP3_PRODUCTO_024873 | Limpieza   |      2597.00
      124875 | TP3_SB2026TP3_PRODUCTO_024875 | Congelados |      2671.00
      124902 | TP3_SB2026TP3_PRODUCTO_024902 | Bebidas    |      3670.00
      124931 | TP3_SB2026TP3_PRODUCTO_024931 | Almacen    |      4743.00
      124955 | TP3_SB2026TP3_PRODUCTO_024955 | Congelados |      1130.00
      124957 | TP3_SB2026TP3_PRODUCTO_024957 | Bebidas    |      1204.00
      124984 | TP3_SB2026TP3_PRODUCTO_024984 | Perfumeria |      2203.00
      125013 | TP3_SB2026TP3_PRODUCTO_025013 | Limpieza   |      3276.00
      125042 | TP3_SB2026TP3_PRODUCTO_025042 | Bebidas    |      4349.00
      125071 | TP3_SB2026TP3_PRODUCTO_025071 | Almacen    |       921.00
      125095 | TP3_SB2026TP3_PRODUCTO_025095 | Congelados |      1809.00
      125124 | TP3_SB2026TP3_PRODUCTO_025124 | Perfumeria |      2882.00
      125151 | TP3_SB2026TP3_PRODUCTO_025151 | Almacen    |      3881.00
      125182 | TP3_SB2026TP3_PRODUCTO_025182 | Bebidas    |       527.00
      125211 | TP3_SB2026TP3_PRODUCTO_025211 | Almacen    |      1600.00
      125235 | TP3_SB2026TP3_PRODUCTO_025235 | Congelados |      2488.00
      125238 | TP3_SB2026TP3_PRODUCTO_025238 | Limpieza   |      2599.00
      125267 | TP3_SB2026TP3_PRODUCTO_025267 | Bebidas    |      3672.00
      125269 | TP3_SB2026TP3_PRODUCTO_025269 | Perfumeria |      3746.00
      125322 | TP3_SB2026TP3_PRODUCTO_025322 | Bebidas    |      1206.00
      125349 | TP3_SB2026TP3_PRODUCTO_025349 | Perfumeria |      2205.00
      125351 | TP3_SB2026TP3_PRODUCTO_025351 | Almacen    |      2279.00
      125378 | TP3_SB2026TP3_PRODUCTO_025378 | Limpieza   |      3278.00
      125407 | TP3_SB2026TP3_PRODUCTO_025407 | Bebidas    |      4351.00
      125465 | TP3_SB2026TP3_PRODUCTO_025465 | Congelados |      1996.00
      125489 | TP3_SB2026TP3_PRODUCTO_025489 | Perfumeria |      2884.00
      125518 | TP3_SB2026TP3_PRODUCTO_025518 | Limpieza   |      3957.00
      125547 | TP3_SB2026TP3_PRODUCTO_025547 | Bebidas    |       529.00
      125576 | TP3_SB2026TP3_PRODUCTO_025576 | Almacen    |      1602.00
      125605 | TP3_SB2026TP3_PRODUCTO_025605 | Congelados |      2675.00
      125634 | TP3_SB2026TP3_PRODUCTO_025634 | Perfumeria |      3748.00
      125658 | TP3_SB2026TP3_PRODUCTO_025658 | Limpieza   |      4636.00
      125687 | TP3_SB2026TP3_PRODUCTO_025687 | Bebidas    |      1208.00
      125714 | TP3_SB2026TP3_PRODUCTO_025714 | Perfumeria |      2207.00
      125716 | TP3_SB2026TP3_PRODUCTO_025716 | Almacen    |      2281.00
      125743 | TP3_SB2026TP3_PRODUCTO_025743 | Limpieza   |      3280.00
      125745 | TP3_SB2026TP3_PRODUCTO_025745 | Congelados |      3354.00
      125774 | TP3_SB2026TP3_PRODUCTO_025774 | Perfumeria |      4427.00
      125798 | TP3_SB2026TP3_PRODUCTO_025798 | Limpieza   |       814.00
      125825 | TP3_SB2026TP3_PRODUCTO_025825 | Congelados |      1813.00
      125827 | TP3_SB2026TP3_PRODUCTO_025827 | Bebidas    |      1887.00
      125854 | TP3_SB2026TP3_PRODUCTO_025854 | Perfumeria |      2886.00
      125883 | TP3_SB2026TP3_PRODUCTO_025883 | Limpieza   |      3959.00
      125914 | TP3_SB2026TP3_PRODUCTO_025914 | Perfumeria |       605.00
      125941 | TP3_SB2026TP3_PRODUCTO_025941 | Almacen    |      1604.00
      125943 | TP3_SB2026TP3_PRODUCTO_025943 | Limpieza   |      1678.00
      125965 | TP3_SB2026TP3_PRODUCTO_025965 | Congelados |      2492.00
      125970 | TP3_SB2026TP3_PRODUCTO_025970 | Congelados |      2677.00
      125994 | TP3_SB2026TP3_PRODUCTO_025994 | Perfumeria |      3565.00
      125999 | TP3_SB2026TP3_PRODUCTO_025999 | Perfumeria |      3750.00
      126023 | TP3_SB2026TP3_PRODUCTO_026023 | Limpieza   |      4638.00
      126052 | TP3_SB2026TP3_PRODUCTO_026052 | Bebidas    |      1210.00
      126081 | TP3_SB2026TP3_PRODUCTO_026081 | Almacen    |      2283.00
      126108 | TP3_SB2026TP3_PRODUCTO_026108 | Limpieza   |      3282.00
      126110 | TP3_SB2026TP3_PRODUCTO_026110 | Congelados |      3356.00
      126134 | TP3_SB2026TP3_PRODUCTO_026134 | Perfumeria |      4244.00
      126139 | TP3_SB2026TP3_PRODUCTO_026139 | Perfumeria |      4429.00
      126163 | TP3_SB2026TP3_PRODUCTO_026163 | Limpieza   |       816.00
      126190 | TP3_SB2026TP3_PRODUCTO_026190 | Congelados |      1815.00
      126192 | TP3_SB2026TP3_PRODUCTO_026192 | Bebidas    |      1889.00
      126219 | TP3_SB2026TP3_PRODUCTO_026219 | Perfumeria |      2888.00
      126221 | TP3_SB2026TP3_PRODUCTO_026221 | Almacen    |      2962.00
      126250 | TP3_SB2026TP3_PRODUCTO_026250 | Congelados |      4035.00
      126274 | TP3_SB2026TP3_PRODUCTO_026274 | Perfumeria |      4923.00
      126279 | TP3_SB2026TP3_PRODUCTO_026279 | Perfumeria |       607.00
      126303 | TP3_SB2026TP3_PRODUCTO_026303 | Limpieza   |      1495.00
      126308 | TP3_SB2026TP3_PRODUCTO_026308 | Limpieza   |      1680.00
      126330 | TP3_SB2026TP3_PRODUCTO_026330 | Congelados |      2494.00
      126335 | TP3_SB2026TP3_PRODUCTO_026335 | Congelados |      2679.00
      126359 | TP3_SB2026TP3_PRODUCTO_026359 | Perfumeria |      3567.00
      126390 | TP3_SB2026TP3_PRODUCTO_026390 | Congelados |      4714.00
      126417 | TP3_SB2026TP3_PRODUCTO_026417 | Bebidas    |      1212.00
      126419 | TP3_SB2026TP3_PRODUCTO_026419 | Perfumeria |      1286.00
      126446 | TP3_SB2026TP3_PRODUCTO_026446 | Almacen    |      2285.00
      126475 | TP3_SB2026TP3_PRODUCTO_026475 | Congelados |      3358.00
      126499 | TP3_SB2026TP3_PRODUCTO_026499 | Perfumeria |      4246.00
      126528 | TP3_SB2026TP3_PRODUCTO_026528 | Limpieza   |       818.00
      126557 | TP3_SB2026TP3_PRODUCTO_026557 | Bebidas    |      1891.00
      126584 | TP3_SB2026TP3_PRODUCTO_026584 | Perfumeria |      2890.00
      126586 | TP3_SB2026TP3_PRODUCTO_026586 | Almacen    |      2964.00
      126615 | TP3_SB2026TP3_PRODUCTO_026615 | Congelados |      4037.00
      126639 | TP3_SB2026TP3_PRODUCTO_026639 | Perfumeria |      4925.00
      126644 | TP3_SB2026TP3_PRODUCTO_026644 | Perfumeria |       609.00
      126668 | TP3_SB2026TP3_PRODUCTO_026668 | Limpieza   |      1497.00
      126673 | TP3_SB2026TP3_PRODUCTO_026673 | Limpieza   |      1682.00
      126695 | TP3_SB2026TP3_PRODUCTO_026695 | Congelados |      2496.00
      126697 | TP3_SB2026TP3_PRODUCTO_026697 | Bebidas    |      2570.00
      126726 | TP3_SB2026TP3_PRODUCTO_026726 | Almacen    |      3643.00
      126755 | TP3_SB2026TP3_PRODUCTO_026755 | Congelados |      4716.00
      126784 | TP3_SB2026TP3_PRODUCTO_026784 | Perfumeria |      1288.00
      126811 | TP3_SB2026TP3_PRODUCTO_026811 | Almacen    |      2287.00
      126813 | TP3_SB2026TP3_PRODUCTO_026813 | Limpieza   |      2361.00
      126866 | TP3_SB2026TP3_PRODUCTO_026866 | Almacen    |      4322.00
      126893 | TP3_SB2026TP3_PRODUCTO_026893 | Limpieza   |       820.00
      126895 | TP3_SB2026TP3_PRODUCTO_026895 | Congelados |       894.00
      126922 | TP3_SB2026TP3_PRODUCTO_026922 | Bebidas    |      1893.00
      126951 | TP3_SB2026TP3_PRODUCTO_026951 | Almacen    |      2966.00
      127004 | TP3_SB2026TP3_PRODUCTO_027004 | Perfumeria |      4927.00
      127009 | TP3_SB2026TP3_PRODUCTO_027009 | Perfumeria |       611.00
      127033 | TP3_SB2026TP3_PRODUCTO_027033 | Limpieza   |      1499.00
      127038 | TP3_SB2026TP3_PRODUCTO_027038 | Limpieza   |      1684.00
      127062 | TP3_SB2026TP3_PRODUCTO_027062 | Bebidas    |      2572.00
      127091 | TP3_SB2026TP3_PRODUCTO_027091 | Almacen    |      3645.00
      127122 | TP3_SB2026TP3_PRODUCTO_027122 | Bebidas    |      4792.00
      127149 | TP3_SB2026TP3_PRODUCTO_027149 | Perfumeria |      1290.00
      127173 | TP3_SB2026TP3_PRODUCTO_027173 | Limpieza   |      2178.00
      127176 | TP3_SB2026TP3_PRODUCTO_027176 | Almacen    |      2289.00
      127178 | TP3_SB2026TP3_PRODUCTO_027178 | Limpieza   |      2363.00
      127202 | TP3_SB2026TP3_PRODUCTO_027202 | Bebidas    |      3251.00
      127231 | TP3_SB2026TP3_PRODUCTO_027231 | Almacen    |      4324.00
      127287 | TP3_SB2026TP3_PRODUCTO_027287 | Bebidas    |      1895.00
      127289 | TP3_SB2026TP3_PRODUCTO_027289 | Perfumeria |      1969.00
      127342 | TP3_SB2026TP3_PRODUCTO_027342 | Bebidas    |      3930.00
      127369 | TP3_SB2026TP3_PRODUCTO_027369 | Perfumeria |      4929.00
      127371 | TP3_SB2026TP3_PRODUCTO_027371 | Almacen    |       502.00
      127398 | TP3_SB2026TP3_PRODUCTO_027398 | Limpieza   |      1501.00
      127403 | TP3_SB2026TP3_PRODUCTO_027403 | Limpieza   |      1686.00
      127427 | TP3_SB2026TP3_PRODUCTO_027427 | Bebidas    |      2574.00
      127458 | TP3_SB2026TP3_PRODUCTO_027458 | Limpieza   |      3721.00
      127485 | TP3_SB2026TP3_PRODUCTO_027485 | Congelados |      4720.00
      127487 | TP3_SB2026TP3_PRODUCTO_027487 | Bebidas    |      4794.00
      127514 | TP3_SB2026TP3_PRODUCTO_027514 | Perfumeria |      1292.00
      127538 | TP3_SB2026TP3_PRODUCTO_027538 | Limpieza   |      2180.00
      127543 | TP3_SB2026TP3_PRODUCTO_027543 | Limpieza   |      2365.00
      127567 | TP3_SB2026TP3_PRODUCTO_027567 | Bebidas    |      3253.00
      127596 | TP3_SB2026TP3_PRODUCTO_027596 | Almacen    |      4326.00
      127598 | TP3_SB2026TP3_PRODUCTO_027598 | Limpieza   |      4400.00
      127625 | TP3_SB2026TP3_PRODUCTO_027625 | Congelados |       898.00
      127652 | TP3_SB2026TP3_PRODUCTO_027652 | Bebidas    |      1897.00
      127654 | TP3_SB2026TP3_PRODUCTO_027654 | Perfumeria |      1971.00
      127683 | TP3_SB2026TP3_PRODUCTO_027683 | Limpieza   |      3044.00
      127707 | TP3_SB2026TP3_PRODUCTO_027707 | Bebidas    |      3932.00
      127736 | TP3_SB2026TP3_PRODUCTO_027736 | Almacen    |       504.00
      127763 | TP3_SB2026TP3_PRODUCTO_027763 | Limpieza   |      1503.00
      127765 | TP3_SB2026TP3_PRODUCTO_027765 | Congelados |      1577.00
      127823 | TP3_SB2026TP3_PRODUCTO_027823 | Limpieza   |      3723.00
      127847 | TP3_SB2026TP3_PRODUCTO_027847 | Bebidas    |      4611.00
      127852 | TP3_SB2026TP3_PRODUCTO_027852 | Bebidas    |      4796.00
      127879 | TP3_SB2026TP3_PRODUCTO_027879 | Perfumeria |      1294.00
      127903 | TP3_SB2026TP3_PRODUCTO_027903 | Limpieza   |      2182.00
      127908 | TP3_SB2026TP3_PRODUCTO_027908 | Limpieza   |      2367.00
      127934 | TP3_SB2026TP3_PRODUCTO_027934 | Perfumeria |      3329.00
      127961 | TP3_SB2026TP3_PRODUCTO_027961 | Almacen    |      4328.00
      127963 | TP3_SB2026TP3_PRODUCTO_027963 | Limpieza   |      4402.00
      127990 | TP3_SB2026TP3_PRODUCTO_027990 | Congelados |       900.00
      128019 | TP3_SB2026TP3_PRODUCTO_028019 | Perfumeria |      1973.00
      128043 | TP3_SB2026TP3_PRODUCTO_028043 | Limpieza   |      2861.00
      128072 | TP3_SB2026TP3_PRODUCTO_028072 | Bebidas    |      3934.00
      128074 | TP3_SB2026TP3_PRODUCTO_028074 | Perfumeria |      4008.00
      128101 | TP3_SB2026TP3_PRODUCTO_028101 | Almacen    |       506.00
      128128 | TP3_SB2026TP3_PRODUCTO_028128 | Limpieza   |      1505.00
      128130 | TP3_SB2026TP3_PRODUCTO_028130 | Congelados |      1579.00
      128159 | TP3_SB2026TP3_PRODUCTO_028159 | Perfumeria |      2652.00
      128188 | TP3_SB2026TP3_PRODUCTO_028188 | Limpieza   |      3725.00
      128212 | TP3_SB2026TP3_PRODUCTO_028212 | Bebidas    |      4613.00
      128217 | TP3_SB2026TP3_PRODUCTO_028217 | Bebidas    |      4798.00
      128241 | TP3_SB2026TP3_PRODUCTO_028241 | Almacen    |      1185.00
      128268 | TP3_SB2026TP3_PRODUCTO_028268 | Limpieza   |      2184.00
      128299 | TP3_SB2026TP3_PRODUCTO_028299 | Perfumeria |      3331.00
      128328 | TP3_SB2026TP3_PRODUCTO_028328 | Limpieza   |      4404.00
      128355 | TP3_SB2026TP3_PRODUCTO_028355 | Congelados |       902.00
      128357 | TP3_SB2026TP3_PRODUCTO_028357 | Bebidas    |       976.00
      128384 | TP3_SB2026TP3_PRODUCTO_028384 | Perfumeria |      1975.00
      128410 | TP3_SB2026TP3_PRODUCTO_028410 | Congelados |      2937.00
      128437 | TP3_SB2026TP3_PRODUCTO_028437 | Bebidas    |      3936.00
      128439 | TP3_SB2026TP3_PRODUCTO_028439 | Perfumeria |      4010.00
      128466 | TP3_SB2026TP3_PRODUCTO_028466 | Almacen    |       508.00
      128495 | TP3_SB2026TP3_PRODUCTO_028495 | Congelados |      1581.00
      128526 | TP3_SB2026TP3_PRODUCTO_028526 | Almacen    |      2728.00
      128550 | TP3_SB2026TP3_PRODUCTO_028550 | Congelados |      3616.00
      128553 | TP3_SB2026TP3_PRODUCTO_028553 | Limpieza   |      3727.00
      128577 | TP3_SB2026TP3_PRODUCTO_028577 | Bebidas    |      4615.00
      128582 | TP3_SB2026TP3_PRODUCTO_028582 | Bebidas    |      4800.00
      128606 | TP3_SB2026TP3_PRODUCTO_028606 | Almacen    |      1187.00
      128635 | TP3_SB2026TP3_PRODUCTO_028635 | Congelados |      2260.00
      128664 | TP3_SB2026TP3_PRODUCTO_028664 | Perfumeria |      3333.00
      128666 | TP3_SB2026TP3_PRODUCTO_028666 | Almacen    |      3407.00
      128693 | TP3_SB2026TP3_PRODUCTO_028693 | Limpieza   |      4406.00
      128717 | TP3_SB2026TP3_PRODUCTO_028717 | Bebidas    |       793.00
      128722 | TP3_SB2026TP3_PRODUCTO_028722 | Bebidas    |       978.00
      128775 | TP3_SB2026TP3_PRODUCTO_028775 | Congelados |      2939.00
      128804 | TP3_SB2026TP3_PRODUCTO_028804 | Perfumeria |      4012.00
      128831 | TP3_SB2026TP3_PRODUCTO_028831 | Almacen    |       510.00
      128833 | TP3_SB2026TP3_PRODUCTO_028833 | Limpieza   |       584.00
      128886 | TP3_SB2026TP3_PRODUCTO_028886 | Almacen    |      2545.00
      128891 | TP3_SB2026TP3_PRODUCTO_028891 | Almacen    |      2730.00
      128915 | TP3_SB2026TP3_PRODUCTO_028915 | Congelados |      3618.00
      128942 | TP3_SB2026TP3_PRODUCTO_028942 | Bebidas    |      4617.00
      128947 | TP3_SB2026TP3_PRODUCTO_028947 | Bebidas    |      4802.00
      128971 | TP3_SB2026TP3_PRODUCTO_028971 | Almacen    |      1189.00
      129002 | TP3_SB2026TP3_PRODUCTO_029002 | Bebidas    |      2336.00
      129026 | TP3_SB2026TP3_PRODUCTO_029026 | Almacen    |      3224.00
      129029 | TP3_SB2026TP3_PRODUCTO_029029 | Perfumeria |      3335.00
      129031 | TP3_SB2026TP3_PRODUCTO_029031 | Almacen    |      3409.00
      129058 | TP3_SB2026TP3_PRODUCTO_029058 | Limpieza   |      4408.00
      129082 | TP3_SB2026TP3_PRODUCTO_029082 | Bebidas    |       795.00
      129087 | TP3_SB2026TP3_PRODUCTO_029087 | Bebidas    |       980.00
      129111 | TP3_SB2026TP3_PRODUCTO_029111 | Almacen    |      1868.00
      129142 | TP3_SB2026TP3_PRODUCTO_029142 | Bebidas    |      3015.00
      129169 | TP3_SB2026TP3_PRODUCTO_029169 | Perfumeria |      4014.00
      129198 | TP3_SB2026TP3_PRODUCTO_029198 | Limpieza   |       586.00
      129227 | TP3_SB2026TP3_PRODUCTO_029227 | Bebidas    |      1659.00
      129251 | TP3_SB2026TP3_PRODUCTO_029251 | Almacen    |      2547.00
      129256 | TP3_SB2026TP3_PRODUCTO_029256 | Almacen    |      2732.00
      129307 | TP3_SB2026TP3_PRODUCTO_029307 | Bebidas    |      4619.00
      129309 | TP3_SB2026TP3_PRODUCTO_029309 | Perfumeria |      4693.00
      129336 | TP3_SB2026TP3_PRODUCTO_029336 | Almacen    |      1191.00
      129367 | TP3_SB2026TP3_PRODUCTO_029367 | Bebidas    |      2338.00
      129391 | TP3_SB2026TP3_PRODUCTO_029391 | Almacen    |      3226.00
      129396 | TP3_SB2026TP3_PRODUCTO_029396 | Almacen    |      3411.00
      129423 | TP3_SB2026TP3_PRODUCTO_029423 | Limpieza   |      4410.00
      129447 | TP3_SB2026TP3_PRODUCTO_029447 | Bebidas    |       797.00
      129452 | TP3_SB2026TP3_PRODUCTO_029452 | Bebidas    |       982.00
      129505 | TP3_SB2026TP3_PRODUCTO_029505 | Congelados |      2943.00
      129507 | TP3_SB2026TP3_PRODUCTO_029507 | Bebidas    |      3017.00
      129534 | TP3_SB2026TP3_PRODUCTO_029534 | Perfumeria |      4016.00
      129536 | TP3_SB2026TP3_PRODUCTO_029536 | Almacen    |      4090.00
      129563 | TP3_SB2026TP3_PRODUCTO_029563 | Limpieza   |       588.00
      129587 | TP3_SB2026TP3_PRODUCTO_029587 | Bebidas    |      1476.00
      129616 | TP3_SB2026TP3_PRODUCTO_029616 | Almacen    |      2549.00
      129618 | TP3_SB2026TP3_PRODUCTO_029618 | Limpieza   |      2623.00
      129645 | TP3_SB2026TP3_PRODUCTO_029645 | Congelados |      3622.00
      129674 | TP3_SB2026TP3_PRODUCTO_029674 | Perfumeria |      4695.00
      129703 | TP3_SB2026TP3_PRODUCTO_029703 | Limpieza   |      1267.00
      129732 | TP3_SB2026TP3_PRODUCTO_029732 | Bebidas    |      2340.00
      129756 | TP3_SB2026TP3_PRODUCTO_029756 | Almacen    |      3228.00
      129761 | TP3_SB2026TP3_PRODUCTO_029761 | Almacen    |      3413.00
      129785 | TP3_SB2026TP3_PRODUCTO_029785 | Congelados |      4301.00
      129812 | TP3_SB2026TP3_PRODUCTO_029812 | Bebidas    |       799.00
      129843 | TP3_SB2026TP3_PRODUCTO_029843 | Limpieza   |      1946.00
      129872 | TP3_SB2026TP3_PRODUCTO_029872 | Bebidas    |      3019.00
      129899 | TP3_SB2026TP3_PRODUCTO_029899 | Perfumeria |      4018.00
      129901 | TP3_SB2026TP3_PRODUCTO_029901 | Almacen    |      4092.00
      129928 | TP3_SB2026TP3_PRODUCTO_029928 | Limpieza   |       590.00
      129981 | TP3_SB2026TP3_PRODUCTO_029981 | Almacen    |      2551.00
      129983 | TP3_SB2026TP3_PRODUCTO_029983 | Limpieza   |      2625.00
      130010 | TP3_SB2026TP3_PRODUCTO_030010 | Congelados |      3624.00
      130012 | TP3_SB2026TP3_PRODUCTO_030012 | Bebidas    |      3698.00
      130039 | TP3_SB2026TP3_PRODUCTO_030039 | Perfumeria |      4697.00
      130068 | TP3_SB2026TP3_PRODUCTO_030068 | Limpieza   |      1269.00
      130094 | TP3_SB2026TP3_PRODUCTO_030094 | Perfumeria |      2231.00
      130121 | TP3_SB2026TP3_PRODUCTO_030121 | Almacen    |      3230.00
      130126 | TP3_SB2026TP3_PRODUCTO_030126 | Almacen    |      3415.00
      130150 | TP3_SB2026TP3_PRODUCTO_030150 | Congelados |      4303.00
      130179 | TP3_SB2026TP3_PRODUCTO_030179 | Perfumeria |       875.00
      130208 | TP3_SB2026TP3_PRODUCTO_030208 | Limpieza   |      1948.00
      130210 | TP3_SB2026TP3_PRODUCTO_030210 | Congelados |      2022.00
      130237 | TP3_SB2026TP3_PRODUCTO_030237 | Bebidas    |      3021.00
      130261 | TP3_SB2026TP3_PRODUCTO_030261 | Almacen    |      3909.00
      130266 | TP3_SB2026TP3_PRODUCTO_030266 | Almacen    |      4094.00
      130319 | TP3_SB2026TP3_PRODUCTO_030319 | Perfumeria |      1554.00
      130348 | TP3_SB2026TP3_PRODUCTO_030348 | Limpieza   |      2627.00
